image,label,dataset
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/225.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/226.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/227.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/228.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/229.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/23.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/230.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/231.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/232.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/233.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/234.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/235.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/236.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/237.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/238.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/239.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/24.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/240.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/241.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/242.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/243.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/244.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/245.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/246.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/247.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/248.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/249.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/25.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/250.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/251.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/252.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/253.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/254.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/255.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/256.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/257.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/258.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/259.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/26.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/260.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/261.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/262.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/263.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/264.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/265.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/266.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/267.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/268.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/269.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/27.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/270.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/271.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/272.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/273.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/274.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/275.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/276.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/277.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/278.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/279.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/28.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/280.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/281.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/282.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/283.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/284.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/285.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/286.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/287.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/288.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/289.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/29.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/290.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/291.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/292.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/293.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/294.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/295.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/296.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/297.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/298.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/299.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/3.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/30.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/300.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/301.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/302.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/303.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/304.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/305.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/306.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/307.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/308.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/309.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/31.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/310.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/311.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/312.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/313.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/314.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/315.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/316.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/317.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/318.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/319.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/32.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/320.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/321.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/322.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/323.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/324.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/325.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/326.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/327.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/328.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/329.png,Atypical Lymphocyte,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Atypical Lymphocyte/33.png,Atypical Lymphocyte,matek
